Date,Voucher Type,Voucher Number,Account Code,Account Name,Parent Group,Group Path,Debit,Credit,Description
11/12/2025,Payment,AUTO-20260307-0040,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2000.00,Expense Voucher: EV-CR-20251211-0213 - hari
11/12/2025,Payment,AUTO-20260307-0041,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20251211-1159 - Ramesh
11/12/2025,Payment,AUTO-20260307-0041,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20251211-1159 - Ramesh
12/12/2025,Payment,AUTO-20260307-0043,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20251212-1104 - Naveen
12/12/2025,Payment,AUTO-20260307-0043,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20251212-1104 - Naveen
12/12/2025,Payment,AUTO-20260307-0044,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1000.00,,Expense Voucher: EV-CR-20251212-5366 - Chinna
12/12/2025,Payment,AUTO-20260307-0044,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1000.00,Expense Voucher: EV-CR-20251212-5366 - Chinna
12/12/2025,Payment,AUTO-20260307-0045,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20251212-6040 - Vamsi
12/12/2025,Payment,AUTO-20260307-0045,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20251212-6040 - Vamsi
12/12/2025,Payment,AUTO-20260307-0046,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251212-3505 - Shumbu
12/12/2025,Payment,AUTO-20260307-0046,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251212-3505 - Shumbu
12/12/2025,Payment,AUTO-20260307-0047,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20251212-1163 - Naveen
12/12/2025,Payment,AUTO-20260307-0047,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20251212-1163 - Naveen
12/12/2025,Payment,AUTO-20260307-0048,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,530.00,,Expense Voucher: EV-CR-20251212-4326 - Ankith
12/12/2025,Payment,AUTO-20260307-0048,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,530.00,Expense Voucher: EV-CR-20251212-4326 - Ankith
13/12/2025,Payment,AUTO-20260307-0050,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1900.00,,Expense Voucher: EV-CR-20251213-5105 - Naveen
13/12/2025,Payment,AUTO-20260307-0050,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1900.00,Expense Voucher: EV-CR-20251213-5105 - Naveen
13/12/2025,Payment,AUTO-20260307-0051,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,160.00,,Expense Voucher: EV-CR-20251213-6039 - Anikith
13/12/2025,Payment,AUTO-20260307-0051,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,160.00,Expense Voucher: EV-CR-20251213-6039 - Anikith
13/12/2025,Payment,AUTO-20260309-0003,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,100.00,,Expense Voucher: EV-CR-20251213-3891 - Krishna
13/12/2025,Payment,AUTO-20260309-0003,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,100.00,Expense Voucher: EV-CR-20251213-3891 - Krishna
13/12/2025,Payment,AUTO-20260309-0004,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,400.00,,Expense Voucher: EV-CR-20251213-3672 - Anikith
13/12/2025,Payment,AUTO-20260309-0004,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,400.00,Expense Voucher: EV-CR-20251213-3672 - Anikith
13/12/2025,Payment,AUTO-20260309-0005,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,310.00,,Expense Voucher: EV-CR-20251213-7271 - Pankaj
13/12/2025,Payment,AUTO-20260309-0005,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,310.00,Expense Voucher: EV-CR-20251213-7271 - Pankaj
13/12/2025,Payment,AUTO-20260309-0006,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1080.00,,Expense Voucher: EV-CR-20251213-1285 - Rambabu
13/12/2025,Payment,AUTO-20260309-0006,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1080.00,Expense Voucher: EV-CR-20251213-1285 - Rambabu
14/12/2025,Payment,AUTO-20260309-0007,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20251214-9286 - Anikith
14/12/2025,Payment,AUTO-20260309-0007,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20251214-9286 - Anikith
14/12/2025,Payment,AUTO-20260309-0008,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,350.00,,Expense Voucher: EV-CR-20251214-8290 - Anikith
14/12/2025,Payment,AUTO-20260309-0008,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,350.00,Expense Voucher: EV-CR-20251214-8290 - Anikith
14/12/2025,Payment,AUTO-20260309-0009,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1600.00,,Expense Voucher: EV-CR-20251214-1567 - Shyam
14/12/2025,Payment,AUTO-20260309-0009,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1600.00,Expense Voucher: EV-CR-20251214-1567 - Shyam
14/12/2025,Payment,AUTO-20260309-0010,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,800.00,,Expense Voucher: EV-CR-20251214-7027 - Shyam
14/12/2025,Payment,AUTO-20260309-0010,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,800.00,Expense Voucher: EV-CR-20251214-7027 - Shyam
15/12/2025,Payment,AUTO-20260309-0012,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,990.00,,Expense Voucher: EV-CR-20251215-2114 - Anikith
15/12/2025,Payment,AUTO-20260309-0012,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,990.00,Expense Voucher: EV-CR-20251215-2114 - Anikith
15/12/2025,Payment,AUTO-20260309-0013,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,470.00,,Expense Voucher: EV-CR-20251215-1026 - Naveen
15/12/2025,Payment,AUTO-20260309-0013,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,470.00,Expense Voucher: EV-CR-20251215-1026 - Naveen
15/12/2025,Payment,AUTO-20260309-0014,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,180.00,,Expense Voucher: EV-CR-20251215-5275 - Vasmsi
15/12/2025,Payment,AUTO-20260309-0014,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,180.00,Expense Voucher: EV-CR-20251215-5275 - Vasmsi
16/12/2025,Payment,AUTO-20260309-0016,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251216-9274 - Ramesh
16/12/2025,Payment,AUTO-20260309-0016,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251216-9274 - Ramesh
16/12/2025,Payment,AUTO-20260309-0017,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,600.00,,Expense Voucher: EV-CR-20251216-4921 - Pankaj
16/12/2025,Payment,AUTO-20260309-0017,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,600.00,Expense Voucher: EV-CR-20251216-4921 - Pankaj
16/12/2025,Payment,AUTO-20260309-0018,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,650.00,,Expense Voucher: EV-CR-20251216-2185 - Anikith
16/12/2025,Payment,AUTO-20260309-0018,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,650.00,Expense Voucher: EV-CR-20251216-2185 - Anikith
16/12/2025,Payment,AUTO-20260309-0019,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,100.00,,Expense Voucher: EV-CR-20251216-7725 - Krishna
16/12/2025,Payment,AUTO-20260309-0019,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,100.00,Expense Voucher: EV-CR-20251216-7725 - Krishna
16/12/2025,Payment,AUTO-20260309-0020,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1250.00,,Expense Voucher: EV-CR-20251216-3104 - Shyam
16/12/2025,Payment,AUTO-20260309-0020,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1250.00,Expense Voucher: EV-CR-20251216-3104 - Shyam
16/12/2025,Payment,AUTO-20260309-0021,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251216-1326 - Santhosh
16/12/2025,Payment,AUTO-20260309-0021,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251216-1326 - Santhosh
16/12/2025,Payment,AUTO-20260309-0022,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251216-6499 - Lakshman
16/12/2025,Payment,AUTO-20260309-0022,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251216-6499 - Lakshman
16/12/2025,Payment,AUTO-20260309-0023,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251216-4149 - Chinna
16/12/2025,Payment,AUTO-20260309-0023,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251216-4149 - Chinna
17/12/2025,Payment,AUTO-20260309-0026,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,10000.00,,Expense Voucher: EV-CR-20251217-4646 - BIS charges
17/12/2025,Payment,AUTO-20260309-0026,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,10000.00,Expense Voucher: EV-CR-20251217-4646 - BIS charges
17/12/2025,Payment,AUTO-20260311-0002,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2800.00,,Expense Voucher: EV-CR-20251217-2679 - Anikith
17/12/2025,Payment,AUTO-20260311-0002,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2800.00,Expense Voucher: EV-CR-20251217-2679 - Anikith
17/12/2025,Payment,AUTO-20260311-0003,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,761.00,,Expense Voucher: EV-CR-20251217-4306 - Anikith
17/12/2025,Payment,AUTO-20260311-0003,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,761.00,Expense Voucher: EV-CR-20251217-4306 - Anikith
17/12/2025,Payment,AUTO-20260311-0004,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,250.00,,Expense Voucher: EV-CR-20251217-7848 - Anikith
17/12/2025,Payment,AUTO-20260311-0004,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,250.00,Expense Voucher: EV-CR-20251217-7848 - Anikith
17/12/2025,Payment,AUTO-20260311-0005,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20251217-1186 - anikith
17/12/2025,Payment,AUTO-20260311-0005,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20251217-1186 - anikith
17/12/2025,Payment,AUTO-20260311-0006,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2000.00,,Expense Voucher: EV-CR-20251217-0940 - Anikith
17/12/2025,Payment,AUTO-20260311-0006,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2000.00,Expense Voucher: EV-CR-20251217-0940 - Anikith
17/12/2025,Payment,AUTO-20260311-0007,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20251217-4401 - vamsi
17/12/2025,Payment,AUTO-20260311-0007,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20251217-4401 - vamsi
17/12/2025,Payment,AUTO-20260311-0008,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,610.00,,Expense Voucher: EV-CR-20251217-5565 - Pankaj
17/12/2025,Payment,AUTO-20260311-0008,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,610.00,Expense Voucher: EV-CR-20251217-5565 - Pankaj
17/12/2025,Payment,AUTO-20260311-0009,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,5000.00,,Expense Voucher: EV-CR-20251217-0285 - SNK Grands
17/12/2025,Payment,AUTO-20260311-0009,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,5000.00,Expense Voucher: EV-CR-20251217-0285 - SNK Grands
18/12/2025,Payment,AUTO-20260311-0011,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251218-7660 - Patrudu
18/12/2025,Payment,AUTO-20260311-0011,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251218-7660 - Patrudu
18/12/2025,Payment,AUTO-20260311-0012,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,350.00,,Expense Voucher: EV-CR-20251218-1984 - Vamsi
18/12/2025,Payment,AUTO-20260311-0012,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,350.00,Expense Voucher: EV-CR-20251218-1984 - Vamsi
18/12/2025,Payment,AUTO-20260311-0013,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,13500.00,,Expense Voucher: EV-CR-20251218-2469 - Dankush yadav
18/12/2025,Payment,AUTO-20260311-0013,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,13500.00,Expense Voucher: EV-CR-20251218-2469 - Dankush yadav
19/12/2025,Payment,AUTO-20260311-0015,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20251219-4558 - Hari
19/12/2025,Payment,AUTO-20260311-0015,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20251219-4558 - Hari
19/12/2025,Payment,AUTO-20260311-0016,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20251219-4727 - Vamsi
19/12/2025,Payment,AUTO-20260311-0016,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20251219-4727 - Vamsi
19/12/2025,Payment,AUTO-20260311-0017,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,100.00,,Expense Voucher: EV-CR-20251219-4916 - Krishna
19/12/2025,Payment,AUTO-20260311-0017,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,100.00,Expense Voucher: EV-CR-20251219-4916 - Krishna
19/12/2025,Payment,AUTO-20260311-0018,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251219-1504 - Chinna
19/12/2025,Payment,AUTO-20260311-0018,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251219-1504 - Chinna
19/12/2025,Payment,AUTO-20260311-0019,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1232.00,,Expense Voucher: EV-CR-20251219-1747 - Naveen
19/12/2025,Payment,AUTO-20260311-0019,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1232.00,Expense Voucher: EV-CR-20251219-1747 - Naveen
19/12/2025,Payment,AUTO-20260311-0020,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20251219-8146 - Shumbu
19/12/2025,Payment,AUTO-20260311-0020,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20251219-8146 - Shumbu
19/12/2025,Payment,AUTO-20260318-0001,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,13000.00,,Expense Voucher: EV-CR-20251219-8948 - Shyam
19/12/2025,Payment,AUTO-20260318-0001,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,13000.00,Expense Voucher: EV-CR-20251219-8948 - Shyam
20/12/2025,Payment,AUTO-20260318-0003,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,12000.00,,Expense Voucher: EV-CR-20251220-0004 - Hari
20/12/2025,Payment,AUTO-20260318-0003,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,12000.00,Expense Voucher: EV-CR-20251220-0004 - Hari
20/12/2025,Payment,AUTO-20260318-0004,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2000.00,,Expense Voucher: EV-CR-20251220-4585 - Hari
20/12/2025,Payment,AUTO-20260318-0004,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2000.00,Expense Voucher: EV-CR-20251220-4585 - Hari
20/12/2025,Payment,AUTO-20260318-0005,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251220-4344 - Ramesh
20/12/2025,Payment,AUTO-20260318-0005,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251220-4344 - Ramesh
20/12/2025,Payment,AUTO-20260318-0006,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1140.00,,Expense Voucher: EV-CR-20251220-2705 - Rambabu
20/12/2025,Payment,AUTO-20260318-0006,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1140.00,Expense Voucher: EV-CR-20251220-2705 - Rambabu
20/12/2025,Payment,AUTO-20260318-0007,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20251220-6084 - Vamsi
20/12/2025,Payment,AUTO-20260318-0007,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20251220-6084 - Vamsi
21/12/2025,Payment,AUTO-20260318-0008,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,600.00,,Expense Voucher: EV-CR-20251221-2184 - Ramesh
21/12/2025,Payment,AUTO-20260318-0008,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,600.00,Expense Voucher: EV-CR-20251221-2184 - Ramesh
21/12/2025,Payment,AUTO-20260318-0009,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20251221-7126 - Naveen
21/12/2025,Payment,AUTO-20260318-0009,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20251221-7126 - Naveen
21/12/2025,Payment,AUTO-20260318-0010,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1400.00,,Expense Voucher: EV-CR-20251221-6565 - Nani babu
21/12/2025,Payment,AUTO-20260318-0010,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1400.00,Expense Voucher: EV-CR-20251221-6565 - Nani babu
21/12/2025,Payment,AUTO-20260318-0011,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,5000.00,,Expense Voucher: EV-CR-20251221-5166 - Pankaj
21/12/2025,Payment,AUTO-20260318-0011,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,5000.00,Expense Voucher: EV-CR-20251221-5166 - Pankaj
21/12/2025,Payment,AUTO-20260318-0012,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,7000.00,,Expense Voucher: EV-CR-20251221-2360 - Kranthi
21/12/2025,Payment,AUTO-20260318-0012,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,7000.00,Expense Voucher: EV-CR-20251221-2360 - Kranthi
21/12/2025,Payment,AUTO-20260318-0013,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,450.00,,Expense Voucher: EV-CR-20251221-8587 - Vamsi
21/12/2025,Payment,AUTO-20260318-0013,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,450.00,Expense Voucher: EV-CR-20251221-8587 - Vamsi
22/12/2025,Payment,AUTO-20260318-0015,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2300.00,,Expense Voucher: EV-CR-20251222-3525 - Krishna
22/12/2025,Payment,AUTO-20260318-0015,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2300.00,Expense Voucher: EV-CR-20251222-3525 - Krishna
22/12/2025,Payment,AUTO-20260318-0016,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1500.00,,Expense Voucher: EV-CR-20251222-0849 - Kranthi
22/12/2025,Payment,AUTO-20260318-0016,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1500.00,Expense Voucher: EV-CR-20251222-0849 - Kranthi
22/12/2025,Payment,AUTO-20260318-0017,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251222-6911 - Lakshman
22/12/2025,Payment,AUTO-20260318-0017,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251222-6911 - Lakshman
22/12/2025,Payment,AUTO-20260318-0018,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251222-6775 - Santhosh
22/12/2025,Payment,AUTO-20260318-0018,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251222-6775 - Santhosh
22/12/2025,Payment,AUTO-20260318-0019,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,800.00,,Expense Voucher: EV-CR-20251222-4904 - Vamsi
22/12/2025,Payment,AUTO-20260318-0019,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,800.00,Expense Voucher: EV-CR-20251222-4904 - Vamsi
22/12/2025,Payment,AUTO-20260318-0020,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1000.00,,Expense Voucher: EV-CR-20251222-9965 - Kranthi
22/12/2025,Payment,AUTO-20260318-0020,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1000.00,Expense Voucher: EV-CR-20251222-9965 - Kranthi
22/12/2025,Payment,AUTO-20260318-0021,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,600.00,,Expense Voucher: EV-CR-20251222-6925 - Pankaj
22/12/2025,Payment,AUTO-20260318-0021,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,600.00,Expense Voucher: EV-CR-20251222-6925 - Pankaj
22/12/2025,Payment,AUTO-20260318-0022,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,10800.00,,Expense Voucher: EV-CR-20251222-2485 - Hari
22/12/2025,Payment,AUTO-20260318-0022,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,10800.00,Expense Voucher: EV-CR-20251222-2485 - Hari
22/12/2025,Payment,AUTO-20260318-0023,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2000.00,,Expense Voucher: EV-CR-20251222-5473 - Hari
22/12/2025,Payment,AUTO-20260318-0023,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2000.00,Expense Voucher: EV-CR-20251222-5473 - Hari
23/12/2025,Payment,AUTO-20260318-0025,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20251223-2035 - Vamsi
23/12/2025,Payment,AUTO-20260318-0025,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20251223-2035 - Vamsi
23/12/2025,Payment,AUTO-20260318-0026,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,4500.00,,Expense Voucher: EV-CR-20251223-9456 - Hari
23/12/2025,Payment,AUTO-20260318-0026,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,4500.00,Expense Voucher: EV-CR-20251223-9456 - Hari
24/12/2025,Payment,AUTO-20260318-0028,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251224-3745 - Ramesh
24/12/2025,Payment,AUTO-20260318-0028,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251224-3745 - Ramesh
24/12/2025,Payment,AUTO-20260318-0029,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251224-2085 - Lakshman
24/12/2025,Payment,AUTO-20260318-0029,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20251224-2085 - Lakshman
24/12/2025,Payment,AUTO-20260318-0030,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20251224-8611 - Chinna
