Date,Voucher Type,Voucher Number,Account Code,Account Name,Parent Group,Group Path,Debit,Credit,Description
09/09/2025,Payment,AUTO-20260227-0033,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,430.00,Expense Voucher: EV-CR-20250909-0518 - Kumar Books store
10/09/2025,Payment,AUTO-20260227-0034,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,90.00,,Expense Voucher: EV-CR-20250910-9278 - Rambabu
10/09/2025,Payment,AUTO-20260227-0034,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,90.00,Expense Voucher: EV-CR-20250910-9278 - Rambabu
11/09/2025,Payment,AUTO-20260227-0037,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,180.00,,Expense Voucher: EV-CR-20250911-2894 - Rambabu
11/09/2025,Payment,AUTO-20260227-0037,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,180.00,Expense Voucher: EV-CR-20250911-2894 - Rambabu
11/09/2025,Payment,AUTO-20260227-0038,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250911-2019 - Hari
11/09/2025,Payment,AUTO-20260227-0038,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250911-2019 - Hari
11/09/2025,Payment,AUTO-20260227-0039,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,800.00,,Expense Voucher: EV-CR-20250911-3484 - Raju
11/09/2025,Payment,AUTO-20260227-0039,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,800.00,Expense Voucher: EV-CR-20250911-3484 - Raju
11/09/2025,Payment,AUTO-20260227-0040,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,250.00,,Expense Voucher: EV-CR-20250911-1817 - RTO
11/09/2025,Payment,AUTO-20260227-0040,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,250.00,Expense Voucher: EV-CR-20250911-1817 - RTO
11/09/2025,Payment,AUTO-20260227-0041,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,230.00,,Expense Voucher: EV-CR-20250911-0700 - hari
11/09/2025,Payment,AUTO-20260227-0041,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,230.00,Expense Voucher: EV-CR-20250911-0700 - hari
11/09/2025,Payment,AUTO-20260227-0042,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,7000.00,,Expense Voucher: EV-CR-20250911-0085 - pankaj
11/09/2025,Payment,AUTO-20260227-0042,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,7000.00,Expense Voucher: EV-CR-20250911-0085 - pankaj
11/09/2025,Payment,AUTO-20260227-0043,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,36000.00,,Expense Voucher: EV-CR-20250911-7859 - Eswaramma
11/09/2025,Payment,AUTO-20260227-0043,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,36000.00,Expense Voucher: EV-CR-20250911-7859 - Eswaramma
12/09/2025,Payment,AUTO-20260227-0045,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250912-8605 - Ramesh
12/09/2025,Payment,AUTO-20260227-0045,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250912-8605 - Ramesh
12/09/2025,Payment,AUTO-20260227-0046,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250912-8720 - Santhosh
12/09/2025,Payment,AUTO-20260227-0046,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250912-8720 - Santhosh
12/09/2025,Payment,AUTO-20260227-0047,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,60.00,,Expense Voucher: EV-CR-20250912-5885 - Rambabu
12/09/2025,Payment,AUTO-20260227-0047,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,60.00,Expense Voucher: EV-CR-20250912-5885 - Rambabu
13/09/2025,Payment,AUTO-20260227-0049,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,320.00,,Expense Voucher: EV-CR-20250913-5833 - rambabu
13/09/2025,Payment,AUTO-20260227-0049,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,320.00,Expense Voucher: EV-CR-20250913-5833 - rambabu
13/09/2025,Payment,AUTO-20260227-0050,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,7000.00,,Expense Voucher: EV-CR-20250913-0899 - hari
13/09/2025,Payment,AUTO-20260227-0050,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,7000.00,Expense Voucher: EV-CR-20250913-0899 - hari
13/09/2025,Payment,AUTO-20260227-0051,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,250.00,,Expense Voucher: EV-CR-20250913-4739 - Apparao
13/09/2025,Payment,AUTO-20260227-0051,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,250.00,Expense Voucher: EV-CR-20250913-4739 - Apparao
13/09/2025,Payment,AUTO-20260227-0052,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250913-1954 - RTA
13/09/2025,Payment,AUTO-20260227-0052,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250913-1954 - RTA
13/09/2025,Payment,AUTO-20260227-0053,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250913-3084 - Hari
13/09/2025,Payment,AUTO-20260227-0053,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250913-3084 - Hari
13/09/2025,Payment,AUTO-20260227-0054,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,2000.00,,Expense Voucher: EV-CR-20250913-7435 - hari
13/09/2025,Payment,AUTO-20260227-0054,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,2000.00,Expense Voucher: EV-CR-20250913-7435 - hari
13/09/2025,Payment,AUTO-20260227-0055,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,6820.00,,Expense Voucher: EV-CR-20250913-0300 - Pankaj
13/09/2025,Payment,AUTO-20260227-0055,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,6820.00,Expense Voucher: EV-CR-20250913-0300 - Pankaj
15/09/2025,Payment,AUTO-20260227-0057,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,110.00,,Expense Voucher: EV-CR-20250915-6233 - Ramesh
15/09/2025,Payment,AUTO-20260227-0057,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,110.00,Expense Voucher: EV-CR-20250915-6233 - Ramesh
15/09/2025,Payment,AUTO-20260227-0058,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,240.00,,Expense Voucher: EV-CR-20250915-3980 - Rambabu
15/09/2025,Payment,AUTO-20260227-0058,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,240.00,Expense Voucher: EV-CR-20250915-3980 - Rambabu
16/09/2025,Payment,AUTO-20260227-0060,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250916-8878 - Santhosh
16/09/2025,Payment,AUTO-20260227-0060,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250916-8878 - Santhosh
16/09/2025,Payment,AUTO-20260227-0061,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1750.00,,Expense Voucher: EV-CR-20250916-2853 - Pankaj
16/09/2025,Payment,AUTO-20260227-0061,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1750.00,Expense Voucher: EV-CR-20250916-2853 - Pankaj
16/09/2025,Payment,AUTO-20260227-0062,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,240.00,,Expense Voucher: EV-CR-20250916-1162 - Rambabu
16/09/2025,Payment,AUTO-20260227-0062,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,240.00,Expense Voucher: EV-CR-20250916-1162 - Rambabu
17/09/2025,Payment,AUTO-20260228-0002,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250917-7459 - Ramesh
17/09/2025,Payment,AUTO-20260228-0002,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250917-7459 - Ramesh
17/09/2025,Payment,AUTO-20260228-0003,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250917-7266 - Sai Hardware
17/09/2025,Payment,AUTO-20260228-0003,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250917-7266 - Sai Hardware
17/09/2025,Payment,AUTO-20260228-0004,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1450.00,,Expense Voucher: EV-CR-20250917-4732 - Bhagya
17/09/2025,Payment,AUTO-20260228-0004,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1450.00,Expense Voucher: EV-CR-20250917-4732 - Bhagya
18/09/2025,Payment,AUTO-20260228-0006,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,280.00,,Expense Voucher: EV-CR-20250918-5719 - S.B.enterprices surya bhag
18/09/2025,Payment,AUTO-20260228-0006,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,280.00,Expense Voucher: EV-CR-20250918-5719 - S.B.enterprices surya bhag
18/09/2025,Payment,AUTO-20260228-0007,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1200.00,,Expense Voucher: EV-CR-20250918-7525 - Nanibabu
18/09/2025,Payment,AUTO-20260228-0007,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1200.00,Expense Voucher: EV-CR-20250918-7525 - Nanibabu
18/09/2025,Payment,AUTO-20260228-0008,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,60.00,,Expense Voucher: EV-CR-20250918-8866 - Vamsi
18/09/2025,Payment,AUTO-20260228-0008,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,60.00,Expense Voucher: EV-CR-20250918-8866 - Vamsi
18/09/2025,Payment,AUTO-20260228-0009,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,400.00,,Expense Voucher: EV-CR-20250918-8305 - Ramesh
18/09/2025,Payment,AUTO-20260228-0009,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,400.00,Expense Voucher: EV-CR-20250918-8305 - Ramesh
18/09/2025,Payment,AUTO-20260228-0010,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,70.00,,Expense Voucher: EV-CR-20250918-8024 - santhosh
18/09/2025,Payment,AUTO-20260228-0010,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,70.00,Expense Voucher: EV-CR-20250918-8024 - santhosh
19/09/2025,Payment,AUTO-20260228-0012,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,6000.00,,Expense Voucher: EV-CR-20250919-5330 - Hari
19/09/2025,Payment,AUTO-20260228-0012,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,6000.00,Expense Voucher: EV-CR-20250919-5330 - Hari
19/09/2025,Payment,AUTO-20260228-0013,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,700.00,,Expense Voucher: EV-CR-20250919-7560 - Hari
19/09/2025,Payment,AUTO-20260228-0013,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,700.00,Expense Voucher: EV-CR-20250919-7560 - Hari
19/09/2025,Payment,AUTO-20260228-0014,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250919-8585 - Hari
19/09/2025,Payment,AUTO-20260228-0014,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250919-8585 - Hari
19/09/2025,Payment,AUTO-20260228-0015,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250919-4565 - Santhosh
19/09/2025,Payment,AUTO-20260228-0015,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250919-4565 - Santhosh
19/09/2025,Payment,AUTO-20260228-0016,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250919-9545 - Ramesh
19/09/2025,Payment,AUTO-20260228-0016,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250919-9545 - Ramesh
19/09/2025,Payment,AUTO-20260228-0017,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,600.00,,Expense Voucher: EV-CR-20250919-9285 - Suribabu
19/09/2025,Payment,AUTO-20260228-0017,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,600.00,Expense Voucher: EV-CR-20250919-9285 - Suribabu
19/09/2025,Payment,AUTO-20260228-0018,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,180.00,,Expense Voucher: EV-CR-20250919-3580 - Rambabu
19/09/2025,Payment,AUTO-20260228-0018,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,180.00,Expense Voucher: EV-CR-20250919-3580 - Rambabu
20/09/2025,Payment,AUTO-20260228-0020,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,5000.00,,Expense Voucher: EV-CR-20250920-1707 - Hari
20/09/2025,Payment,AUTO-20260228-0020,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,5000.00,Expense Voucher: EV-CR-20250920-1707 - Hari
20/09/2025,Payment,AUTO-20260228-0021,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,250.00,,Expense Voucher: EV-CR-20250920-9399 - Nanibabu
20/09/2025,Payment,AUTO-20260228-0021,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,250.00,Expense Voucher: EV-CR-20250920-9399 - Nanibabu
20/09/2025,Payment,AUTO-20260228-0022,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250920-7486 - Hari
20/09/2025,Payment,AUTO-20260228-0022,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250920-7486 - Hari
20/09/2025,Payment,AUTO-20260228-0023,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,100.00,,Expense Voucher: EV-CR-20250920-7105 - Police
20/09/2025,Payment,AUTO-20260228-0023,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,100.00,Expense Voucher: EV-CR-20250920-7105 - Police
20/09/2025,Payment,AUTO-20260228-0024,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,630.00,,Expense Voucher: EV-CR-20250920-8024 - Naveen
20/09/2025,Payment,AUTO-20260228-0024,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,630.00,Expense Voucher: EV-CR-20250920-8024 - Naveen
20/09/2025,Payment,AUTO-20260228-0025,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20250920-5565 - Rapido
20/09/2025,Payment,AUTO-20260228-0025,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20250920-5565 - Rapido
20/09/2025,Payment,AUTO-20260228-0026,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20250920-3405 - Pankaj
20/09/2025,Payment,AUTO-20260228-0026,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20250920-3405 - Pankaj
20/09/2025,Payment,AUTO-20260228-0027,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,150.00,,Expense Voucher: EV-CR-20250920-1046 - Krishna
20/09/2025,Payment,AUTO-20260228-0027,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,150.00,Expense Voucher: EV-CR-20250920-1046 - Krishna
20/09/2025,Payment,AUTO-20260228-0028,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1200.00,,Expense Voucher: EV-CR-20250920-2281 - Ravi
20/09/2025,Payment,AUTO-20260228-0028,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1200.00,Expense Voucher: EV-CR-20250920-2281 - Ravi
20/09/2025,Payment,AUTO-20260228-0029,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,360.00,,Expense Voucher: EV-CR-20250920-0635 - Rapido
20/09/2025,Payment,AUTO-20260228-0029,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,360.00,Expense Voucher: EV-CR-20250920-0635 - Rapido
22/09/2025,Payment,AUTO-20260228-0030,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250922-1704 - Santhosh
22/09/2025,Payment,AUTO-20260228-0030,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250922-1704 - Santhosh
22/09/2025,Payment,AUTO-20260228-0031,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20250922-6510 - Hari
22/09/2025,Payment,AUTO-20260228-0031,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20250922-6510 - Hari
22/09/2025,Payment,AUTO-20260228-0032,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,120.00,,Expense Voucher: EV-CR-20250922-3186 - Vamsi
22/09/2025,Payment,AUTO-20260228-0032,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,120.00,Expense Voucher: EV-CR-20250922-3186 - Vamsi
22/09/2025,Payment,AUTO-20260228-0033,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,520.00,,Expense Voucher: EV-CR-20250922-1045 - Railway Transport
22/09/2025,Payment,AUTO-20260228-0033,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,520.00,Expense Voucher: EV-CR-20250922-1045 - Railway Transport
22/09/2025,Payment,AUTO-20260228-0034,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,240.00,,Expense Voucher: EV-CR-20250922-0366 - Rambabu
22/09/2025,Payment,AUTO-20260228-0034,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,240.00,Expense Voucher: EV-CR-20250922-0366 - Rambabu
22/09/2025,Payment,AUTO-20260228-0035,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,100.00,,Expense Voucher: EV-CR-20250922-1786 - Suribabu
22/09/2025,Payment,AUTO-20260228-0035,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,100.00,Expense Voucher: EV-CR-20250922-1786 - Suribabu
23/09/2025,Payment,AUTO-20260228-0037,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250923-1886 - Santhosh
23/09/2025,Payment,AUTO-20260228-0037,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250923-1886 - Santhosh
23/09/2025,Payment,AUTO-20260228-0038,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,600.00,,Expense Voucher: EV-CR-20250923-0524 - suribabu
23/09/2025,Payment,AUTO-20260228-0038,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,600.00,Expense Voucher: EV-CR-20250923-0524 - suribabu
24/09/2025,Payment,AUTO-20260228-0040,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250924-6126 - Ramesh
24/09/2025,Payment,AUTO-20260228-0040,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250924-6126 - Ramesh
24/09/2025,Payment,AUTO-20260228-0041,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,6000.00,,Expense Voucher: EV-CR-20250924-0415 - Hari
24/09/2025,Payment,AUTO-20260228-0041,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,6000.00,Expense Voucher: EV-CR-20250924-0415 - Hari
24/09/2025,Payment,AUTO-20260228-0042,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,1000.00,,Expense Voucher: EV-CR-20250924-6536 - hari
24/09/2025,Payment,AUTO-20260228-0042,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,1000.00,Expense Voucher: EV-CR-20250924-6536 - hari
24/09/2025,Payment,AUTO-20260228-0043,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,250.00,,Expense Voucher: EV-CR-20250924-4344 - Suribabu
24/09/2025,Payment,AUTO-20260228-0043,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,250.00,Expense Voucher: EV-CR-20250924-4344 - Suribabu
24/09/2025,Payment,AUTO-20260228-0044,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250924-6630 - Hari
24/09/2025,Payment,AUTO-20260228-0044,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,200.00,Expense Voucher: EV-CR-20250924-6630 - Hari
26/09/2025,Payment,AUTO-20260228-0047,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250926-9284 - Santhosh
26/09/2025,Payment,AUTO-20260228-0047,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250926-9284 - Santhosh
26/09/2025,Payment,AUTO-20260228-0048,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20250926-1925 - Santhosh
26/09/2025,Payment,AUTO-20260228-0048,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20250926-1925 - Santhosh
26/09/2025,Payment,AUTO-20260228-0049,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250926-4991 - Ramesh
26/09/2025,Payment,AUTO-20260228-0049,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250926-4991 - Ramesh
26/09/2025,Payment,AUTO-20260228-0050,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20250926-6670 - Ramesh
26/09/2025,Payment,AUTO-20260228-0050,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20250926-6670 - Ramesh
26/09/2025,Payment,AUTO-20260228-0051,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,640.00,,Expense Voucher: EV-CR-20250926-4065 - Finecab
26/09/2025,Payment,AUTO-20260228-0051,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,640.00,Expense Voucher: EV-CR-20250926-4065 - Finecab
27/09/2025,Payment,AUTO-20260228-0052,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250927-0564 - Ramesh
27/09/2025,Payment,AUTO-20260228-0052,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250927-0564 - Ramesh
27/09/2025,Payment,AUTO-20260228-0053,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,300.00,,Expense Voucher: EV-CR-20250927-4544 - Ramesh
27/09/2025,Payment,AUTO-20260228-0053,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,300.00,Expense Voucher: EV-CR-20250927-4544 - Ramesh
27/09/2025,Payment,AUTO-20260228-0054,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,500.00,,Expense Voucher: EV-CR-20250927-0705 - electric Line man
27/09/2025,Payment,AUTO-20260228-0054,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,500.00,Expense Voucher: EV-CR-20250927-0705 - electric Line man
27/09/2025,Payment,AUTO-20260228-0055,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,90.00,,Expense Voucher: EV-CR-20250927-8484 - Rambabu
27/09/2025,Payment,AUTO-20260228-0055,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,90.00,Expense Voucher: EV-CR-20250927-8484 - Rambabu
29/09/2025,Payment,AUTO-20260228-0057,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,3000.00,,Expense Voucher: EV-CR-20250929-2640 - Santhosh
29/09/2025,Payment,AUTO-20260228-0057,1001,Cash-in-Hand,Cash & Cash Equivalents,Assets > Current Assets > Cash & Cash Equivalents,,3000.00,Expense Voucher: EV-CR-20250929-2640 - Santhosh
29/09/2025,Payment,AUTO-20260228-0058,5300,Operating Expenses,Operating Expenses,Expenses > Operating Expenses,200.00,,Expense Voucher: EV-CR-20250929-7192 - Santhosh
